lncRNA	Chromosome	Start	End
PCDH9-AS2	chr13	66825169	66915031
PCDH9-AS3	chr13	66977432	66985776
PCDH9-AS4	chr13	66990886	67002007
PCED1B-AS1	chr12	47205898	47216456
PCF11-AS1	chr11	83185521	83187036
PCGEM1	chr2	192749845	192776899
PCOLCE-AS1	chr7	100589402	100604206
PCOTH	chr13	23888842	23897263
PCSEAT	chr21	41580475	41582887
PCSK6-AS1	chr15	101334437	101337428
PCYT1B-AS1	chrX	24650073	24658237
PDCD4-AS1	chr10	110869868	110872233
PDYN-AS1	chr20	1947246	2030028
PDZRN3-AS1	chr3	73621713	73626796
PEF1-AS1	chr1	31644049	31660162
PEG13	chr8	140094894	140100543
PEX5L-AS1	chr3	179875376	179881609
PEX5L-AS2	chr3	179898199	179921895
PGM5-AS1	chr9	68353614	68357893
PGM5P3-AS1	chr9	72670	89850
PGM5P4-AS1	chr2	113526836	113542694
PGR-AS1	chr11	101129077	101209591
PHACTR2-AS1	chr6	143554325	143562031
PHEX-AS1	chrX	22162733	22172983
PHKA1-AS1	chrX	72688950	72712348
PHKA2-AS1	chrX	18890296	18894974
PICART1	chr17	50050349	50055739
PICSAR	chr21	44999208	45004727
PIGY-DT	chr4	88523826	88524983
PIK3CD-AS1	chr1	9652610	9654586
PIK3CD-AS2	chr1	9672426	9687555
PIK3IP1-AS1	chr22	31292499	31338021
PINCR	chrX	43176994	43226598
PINK1-AS	chr1	20642657	20652193
PISRT1	chr3	139232992	139233522
PITPNA-AS1	chr17	1516931	1518096
PITPNM2-AS1	chr12	123081384	123084744
PITRM1-AS1	chr10	3141632	3167972
PKIA-AS1	chr8	78268637	78558503
PKN2-AS1	chr1	87620803	88685204
PKNOX2-AS1	chr11	125158461	125164609
PKP4-AS1	chr2	158658337	158735002
PLA2G4C-AS1	chr19	48061371	48064945
PLA2G4E-AS1	chr15	41972763	41999094
PLAC4	chr21	41175231	41186788
PLBD1-AS1	chr12	14567393	14624191
PLCB1-IT1	chr20	8248704	8256918
PLCB2-AS1	chr15	40300670	40301820
PLCE1-AS1	chr10	94278681	94287478
PLCE1-AS2	chr10	94081950	94108814
PLCG1-AS1	chr20	41098019	41138003
PLCH1-AS1	chr3	155449184	155457753
PLCH1-AS2	chr3	155485803	155487121
PLCL2-AS1	chr3	17042742	17044192
PLCXD2-AS1	chr3	111676736	111677433
PLS1-AS1	chr3	142654784	142656745
PLS3-AS1	chrX	115518182	115562731
PLSCR5-AS1	chr3	146589602	146590325
PLUT	chr13	27819376	27917298
POC1B-AS1	chr12	89524594	89548005
POLH-AS1	chr6	43588230	43591362
POLR2J4	chr7	43940895	44019175
POT1-AS1	chr7	124929873	125482966
POTEH-AS1	chr22	15699361	15703403
POU6F2-AS1	chr7	39404590	39406579
POU6F2-AS2	chr7	38980370	39013551
PPEF1-AS1	chrX	18688643	18691604
PPFIA2-AS1	chr12	81270669	81312422
PPM1K-DT	chr4	88284507	88331421
PPP1R12A-AS1	chr12	79934901	79942712
PPP1R14B-AS1	chr11	64245961	64248218
PPP1R26-AS1	chr9	135462727	135480777
PPP1R35-AS1	chr7	100436204	100438504
PPP2R2B-IT1	chr5	146914207	146919506
PPP3CB-AS1	chr10	73495525	73520070
PPP4R1-AS1	chr18	9615264	9619363
PRC1-AS1	chr15	90966340	90988625
PRDM16-DT	chr1	3059615	3068437
PRICKLE2-AS1	chr3	64099273	64101122
PRICKLE2-AS2	chr3	64103470	64106056
PRICKLE2-AS3	chr3	64187544	64200965
PRICKLE2-DT	chr3	64445231	64456070
PRKAG2-AS1	chr7	151877042	151879223
PRKAR2A-AS1	chr3	48847572	48851981
PRKCA-AS1	chr17	66398069	66416854
PRKCQ-AS1	chr10	6580419	6616921
PRKCZ-AS1	chr1	2181794	2184389
PRKG1-AS1	chr10	52230398	52314507
PRKX-AS1	chrX	3659487	3668192
PRMT5-AS1	chr14	22918947	22926900
PRNCR1	chr8	127079874	127092600
PRNT	chr20	4731279	4740668
PRORY	chrY	21382954	21386360
PROSER2-AS1	chr10	11849608	11894700
PROX1-AS1	chr1	213817751	213988508
PRR29-AS1	chr17	63995418	63999899
PRR34	chr22	46049478	46054144
PRR34-AS1	chr22	46053705	46057210
PRR7-AS1	chr5	177438503	177447699
PRRT3-AS1	chr3	9947404	9954787
PRRX2-AS1	chr9	129712896	129718635
PSD2-AS1	chr5	139740951	139747406
PSG8-AS1	chr19	42821863	42826878
PSLNR	chr22	15746630	15778297
PSMA3-AS1	chr14	58265365	58298134
PSMB8-AS1	chr6	32844078	32846500
PSMD6-AS1	chr3	64011964	64016246
PSMD6-AS2	chr3	64004022	64012148
PSMG3-AS1	chr7	1570073	1589626
PSORS1C3	chr6	31173735	31177899
PSPC1-AS2	chr13	19674624	19675884
PTCHD1-AS	chrX	22191895	22235358
PTCSC2	chr9	97699625	97853080
PTCSC3	chr14	36136108	36176468
PTENP1-AS	chr9	33676785	33688011
PTOV1-AS1	chr19	49838639	49851676
PTOV1-AS2	chr19	49856970	49859289
PTPRD-AS1	chr9	8858127	8864772
PTPRD-AS2	chr9	10613202	10620420
PTPRG-AS1	chr3	62221249	62369406
PTPRJ-AS1	chr11	48014406	48015855
PURPL	chr5	27217714	27496994
PVT1	chr8	127794526	128187101
PWRN1	chr15	24101827	24823365
PWRN2	chr15	24162754	24169948
PWRN4	chr15	23912411	24090821
PXN-AS1	chr12	120201291	120213231
PYCARD-AS1	chr16	31201885	31203452
RAB11B-AS1	chr19	8374373	8390685
RAB30-DT	chr11	83072052	83107789
RABGAP1L-DT	chr1	174110268	174160165
RABGAP1L-IT1	chr1	174896958	174897996
RAD21-AS1	chr8	116874424	116876868
RAD51-AS1	chr15	40686183	40695107
RAET1E-AS1	chr6	149884431	149919508
RAI1-AS1	chr17	17759154	17770821
RALY-AS1	chr20	33980679	33994357
RAMP2-AS1	chr17	42753914	42761257
RAP2C-AS1	chrX	132217053	132432862
RAPGEF4-AS1	chr2	172677141	172736206
RARA-AS1	chr17	40340867	40343136
RASA2-IT1	chr3	141525133	141526121
RASA3-IT1	chr13	114107569	114108820
RASAL2-AS1	chr1	178090677	178093984
RASGRF2-AS1	chr5	80947694	80960907
RASSF10-DT	chr11	13001090	13009159
RASSF1-AS1	chr3	50337511	50338300
RASSF8-AS1	chr12	25936683	25959765
RB1-DT	chr13	48296162	48303661
RBAKDN	chr7	5072125	5073223
RBFADN	chr18	80046900	80095482
RBM15-AS1	chr1	110286375	110339171
RBM26-AS1	chr13	79406293	79427317
RBM5-AS1	chr3	50099603	50100988
RBMS3-AS1	chr3	29926811	29934156
RBMS3-AS2	chr3	29526251	29642809
RBMS3-AS3	chr3	29054570	29290726
RBPMS-AS1	chr8	30382119	30385401
RC3H1-IT1	chr1	174009267	174016206
RCAN3AS	chr1	24496254	24535400
RCC2-AS1	chr1	17406760	17407382
RDH10-AS1	chr8	73297711	73356461
RELA-DT	chr11	65663006	65671716
RERE-AS1	chr1	8424645	8435013
RERG-AS1	chr12	15151923	15155283
RERG-IT1	chr12	15112363	15114698
REV3L-IT1	chr6	111360641	111361607
RFPL1S	chr22	29436534	29478868
RFPL3S	chr22	32359886	32382106
RFX3-AS1	chr9	3526723	3691814
RGMB-AS1	chr5	98769618	98773469
RGPD4-AS1	chr2	107823063	107826891
RHOA-IT1	chr3	49365145	49367006
RHOXF1-AS1	chrX	120036236	120146854
RHPN1-AS1	chr8	143366631	143368548
RIC3-DT	chr11	8169167	8178903
RMDN2-AS1	chr2	37949911	38067041
RMRP	chr9	35657751	35658018
RMST	chr12	97430884	97598415
RN7SL832P	chr2	10690344	10692099
RNASEH1-AS1	chr2	3558474	3564842
RNASEH2B-AS1	chr13	50862172	50910764
RNF139-AS1	chr8	124462485	124474582
RNF144A-AS1	chr2	6911754	6918734
RNF157-AS1	chr17	76138432	76154650
RNF185-AS1	chr22	31205264	31205616
RNF213-AS1	chr17	80351828	80415168
RNF216-IT1	chr7	5662432	5680461
RNF217-AS1	chr6	124644434	124963165
RNFT1-DT	chr17	59964832	59996972
RNU6ATAC35P	chr1	220825620	220826063
ROCR	chr17	72021851	72034092
ROPN1L-AS1	chr5	10441290	10441792
ROR1-AS1	chr1	64094442	64171297
RORA-AS1	chr15	60479152	60630637
RORA-AS2	chr15	60681564	60687248
RORB-AS1	chr9	74485551	74499127
RPARP-AS1	chr10	102449816	102461106
RPL34-AS1	chr4	108538190	108620460
RPP38-DT	chr10	15095385	15097319
RPS6KA2-AS1	chr6	166903698	166904835
RPS6KA2-IT1	chr6	166460663	166465383
RPS6KB2-AS1	chr11	67431367	67435399
RRM1-AS1	chr11	4137116	4138257
RRN3P2	chr16	29074976	29116718
RRS1-AS1	chr8	66419589	66428977
RSF1-IT1	chr11	77738680	77739568
RSF1-IT2	chr11	77717712	77718411
RTCA-AS1	chr1	100251528	100266179
RUNDC3A-AS1	chr17	44299574	44315315
RUNX2-AS1	chr6	45573346	45576770
RUSC1-AS1	chr1	155316863	155324176
RUVBL1-AS1	chr3	128075810	128079056
RXYLT1-AS1	chr12	63804739	63822156
SACS-AS1	chr13	23418971	23428869
SALRNA1	chr14	60639216	60642589
SALRNA2	chr15	70635249	70637314
SALRNA3	chr15	70615547	70616567
SAMD12-AS1	chr8	118620498	118906155
SAMMSON	chr3	69999550	70518064
SAMSN1-AS1	chr21	14582202	14598303
SAP30-DT	chr4	173349543	173370721
SAP30L-AS1	chr5	154325568	154445850
SAPCD1-AS1	chr6	31764310	31765588
SATB1-AS1	chr3	18445024	18920401
SATB2-AS1	chr2	199457700	199476935
SBF2-AS1	chr11	9758268	9811335
SBNO1-AS1	chr12	123363868	123366113
SCAANT1	chr3	63911518	63911772
SCAMP1-AS1	chr5	78342365	78360507
SCARNA9	chr11	93721513	93721865
SCAT1	chr17	78605233	78632155
SCAT2	chr12	54262615	54279063
SCAT8	chr6	63806836	63822642
SCEL-AS1	chr13	77599755	77606551
SCGB1B2P	chr19	34576733	34577701
SCHLAP1	chr2	180692104	180916939
SCN1A-AS1	chr2	165957188	166390771
SCOC-AS1	chr4	140283724	140373403
SDCBP2-AS1	chr20	1325405	1378735
SEC23A-AS1	chr14	39103140	39103812
SEC24B-AS1	chr4	109347475	109433817
SEC62-AS1	chr3	169978536	169985715
SEMA3B-AS1	chr3	50266641	50267371
SEMA3F-AS1	chr3	50116022	50156085
SEMA5A-AS1	chr5	9511333	9518086
SEMA6A-AS1	chr5	116447547	116508276
SEMA6A-AS2	chr5	116574482	116611200
SENCR	chr11	128691672	128696023
SEPSECS-AS1	chr4	25160641	25201440
SEPTIN4-AS1	chr17	58519837	58557799
SEPTIN7-AS1	chr7	35751856	35800676
SEPTIN9-DT	chr17	77257737	77281897
SERPINB9P1	chr6	2851230	2881407
SERTAD4-AS1	chr1	210231456	210234047
SFTA1P	chr10	10784437	10795047
SFTPD-AS1	chr10	79968213	79973213
SGMS1-AS1	chr10	50623466	50641451
SGO1-AS1	chr3	20174244	21145967
SH3BP5-AS1	chr3	15254184	15264515
SH3PXD2A-AS1	chr10	103745966	103755423
SH3RF3-AS1	chr2	109127327	109128930
SH3TC2-DT	chr5	149063254	149129578
SHANK2-AS1	chr11	70626441	70635658
SHANK2-AS2	chr11	70646165	70647562
SHANK2-AS3	chr11	70862790	70865115
SIAH2-AS1	chr3	150761937	150873554
SIDT1-AS1	chr3	113588748	113590189
SILC1	chr2	5932543	6003510
SIRLNT	chr8	40298697	40353133
SIRPG-AS1	chr20	1633508	1648472
SIX3-AS1	chr2	44940154	44941873
SKAP1-AS1	chr17	48185938	48204529
SLC12A5-AS1	chr20	46013500	46022073
SLC12A9-AS1	chr7	100837314	100852616
SLC14A2-AS1	chr18	45423764	45483218
SLC16A12-AS1	chr10	89456064	89468140
SLC16A1-AS1	chr1	112956415	113047055
SLC25A21-AS1	chr14	37171888	37173811
SLC25A25-AS1	chr9	128108581	128118693
SLC25A30-AS1	chr13	45418162	45420371
SLC25A34-AS1	chr1	15740051	15749896
SLC25A48-AS1	chr5	135648584	135653935
SLC25A5-AS1	chrX	119465986	119469128
SLC26A4-AS1	chr7	107650260	107662204
SLC2A1-AS1	chr1	42959049	42996814
SLC39A12-AS1	chr10	18001786	18010562
SLC5A4-AS1	chr22	32205115	32278382
SLC6A1-AS1	chr3	11006098	11019224
SLC7A11-AS1	chr4	138057464	138178177
SLC7A14-AS1	chr3	170448639	170860993
SLC8A1-AS1	chr2	39786453	40255209
SLC9A3-AS1	chr5	473236	480884
SLC9A9-AS1	chr3	143342246	143347071
SLC9A9-AS2	chr3	143381338	143382161
SLCO4A1-AS1	chr20	62663019	62666724
SLFNL1-AS1	chr1	41014590	41043890
SLIT1-AS1	chr10	97102756	97104355
SLIT2-IT1	chr4	20392154	20394856
SLX1A-SULT1A3	chr16	30193892	30204310
SLX1B-SULT1A4	chr16	29455105	29464963
SMAD1-AS1	chr4	145514615	145517118
SMAD1-AS2	chr4	145497073	145502971
SMAD5-AS1	chr5	136129507	136134890
SMAD9-IT1	chr13	36849366	36850046
SMARCA5-AS1	chr4	143513472	143514635
SMC2-AS1	chr9	104080024	104093073
SMC5-AS1	chr9	70193997	70258866
SMCR2	chr17	17674026	17677688
SMCR5	chr17	17776686	17779529
SMG7-AS1	chr1	183460874	183472265
SMILR	chr8	122414332	122428551
SMIM10L2B-AS1	chrX	135059685	135123952
SMIM15-AS1	chr5	61162070	61232040
SMIM25	chr20	50247643	50283250
SMIM2-AS1	chr13	44110451	44240517
SMIM2-IT1	chr13	44146470	44158222
SMYD3-IT1	chr1	246321663	246322438
SNAI3-AS1	chr16	88663298	88687278
SNAP25-AS1	chr20	10006381	10368776
SNAP47-AS1	chr1	227743831	227747191
SNCA-AS1	chr4	89836408	89841978
SND1-IT1	chr7	127997597	128000077
SNHG1	chr11	62851984	62855953
SNHG10	chr14	95521943	95534889
SNHG11	chr20	38446343	38450940
SNHG12	chr1	28578538	28583132
SNHG14	chr15	24978583	25420336
SNHG15	chr7	44983023	44986961
SNHG16	chr17	76557764	76565348
SNHG17	chr20	38419638	38435409
SNHG18	chr5	9546200	9550609
SNHG19	chr16	2154797	2155358
SNHG20	chr17	77086716	77099902
SNHG21	chr15	82750564	82757206
SNHG22	chr18	49814023	49851059
SNHG25	chr17	64145970	64146476
SNHG26	chr7	22854126	22872945
SNHG27	chr4	131727587	131791492
SNHG28	chr1	159834495	159855237
SNHG29	chr17	16438767	16478678
SNHG3	chr1	28505980	28510892
SNHG30	chr17	35568076	35574900
SNHG31	chr2	214810181	214963575
SNHG32	chr6	31834608	31839766
SNHG4	chr5	139274102	139284899
SNHG5	chr6	85650491	85678932
SNHG6	chr8	66921684	66926398
SNHG7	chr9	136721366	136728184
SNHG8	chr4	118278709	118285316
SNHG9	chr16	1964959	1965509
SNRK-AS1	chr3	43346923	43352152
SNTG2-AS1	chr2	949627	950274
SOCAR	chr2	111491272	111570974
SOCS2-AS1	chr12	93542022	93571768
SOD2-OT1	chr6	159760258	159762332
SORCS3-AS1	chr10	104664608	104666200
SOS1-IT1	chr2	38992279	38993857
SOX1-OT	chr13	112056845	112108015
SOX21-AS1	chr13	94703454	94803430
SOX2-OT	chr3	180989762	181836880
SOX5-AS1	chr12	24223233	24260056
SOX9-AS1	chr17	72034107	72237203
SP2-AS1	chr17	47897330	47941410
SPACA6P-AS	chr19	51685363	51693456
SPAG16-DT	chr2	213276552	213284205
SPAG5-AS1	chr17	28598790	28617377
SPANXA2-OT1	chrX	141177284	141649927
SPART-AS1	chr13	36346431	36369601
SPATA13-AS1	chr13	24252749	24254439
SPATA17-AS1	chr1	217781198	217785120
SPATA3-AS1	chr2	230984368	230996032
SPATA41	chr15	100344047	100350725
SPATA42	chr1	108857217	108858524
SPATA8	chr15	96783389	96785615
SPATA8-AS1	chr15	96772005	96783312
SPIN4-AS1	chrX	63349646	63352178
SPINT1-AS1	chr15	40835808	40844387
SPON1-AS1	chr11	14262846	14273691
SPRY4-AS1	chr5	142325293	142672001
SRD5A3-AS1	chr4	55363971	55395847
SREBF2-AS1	chr22	41831215	41834665
SRGAP2-AS1	chr1	121360156	121398806
SRGAP3-AS1	chr3	9014123	9015979
SRGAP3-AS2	chr3	9192493	9194453
SRGAP3-AS3	chr3	9216895	9219508
SRGAP3-AS4	chr3	9249742	9257507
SRP14-AS1	chr15	40039242	40076539
SRRM2-AS1	chr16	2737076	2752600
SSBP3-AS1	chr1	54236440	54239063
SSTR5-AS1	chr16	1064093	1078731
ST20-AS1	chr15	79922771	79926993
ST3GAL5-AS1	chr2	85889151	85891136
ST3GAL6-AS1	chr3	98706236	98732757
ST6GAL2-IT1	chr2	106822923	106825031
ST7-AS1	chr7	116952446	116954334
ST7-AS2	chr7	117072072	117146480
ST7-OT4	chr7	116953899	117098806
ST8SIA6-AS1	chr10	17386919	17445758
STAG3L5P-PVRIG2P-PILRB	chr7	100336104	100367831
STAM-AS1	chr10	17641284	17643878
STARD13-AS	chr13	33180401	33281584
STARD13-IT1	chr13	33158587	33164409
STARD4-AS1	chr5	111510396	111739726
STARD7-AS1	chr2	96208403	96243353
STAU2-AS1	chr8	73420004	73441526
STEAP2-AS1	chr7	89882353	90211635
STEAP3-AS1	chr2	119244422	119270714
STIM2-AS1	chr4	26859806	26860632
STK24-AS1	chr13	98577244	98578830
STK32A-AS1	chr5	147180204	147234859
STK4-AS1	chr20	44963794	44966402
STPG2-AS1	chr4	97366681	97491899
STPG3-AS1	chr9	137250219	137253497
STRA6LP	chr9	97238497	97377287
STX17-AS1	chr9	99397024	99906605
STX18-AS1	chr4	4542131	4787359
STX18-IT1	chr4	4476121	4481700
STXBP5-AS1	chr6	146824539	147204614
SUCLA2-AS1	chr13	48001389	48002552
SUCLG2-AS1	chr3	67654669	67947713
SUGT1P4-STRA6LP	chr9	97238449	97297314
SYNE1-AS1	chr6	152380546	152381564
SYNGAP1-AS1	chr6	33437363	33454453
SYNJ2-IT1	chr6	158001107	158002383
SYNPR-AS1	chr3	63423596	63550051
SYP-AS1	chrX	49198966	49202454
SZT2-AS1	chr1	43447776	43448644
TAB2-AS1	chr6	149243299	149257551
TAB3-AS1	chrX	30834623	30835300
TAB3-AS2	chrX	30854321	30854707
TAF1A-AS1	chr1	222589825	222593843
TAPT1-AS1	chr4	16226685	16320140
TARID	chr6	133502252	133892802
TAT-AS1	chr16	71564952	71578187
TBC1D22A-AS1	chr22	46914092	46916042
TBC1D3P1-DHX40P1	chr17	59962363	60018975
TBC1D8-AS1	chr2	101151660	101155412
TBILA	chr3	112133423	112135359
TBL1XR1-AS1	chr3	177037405	177047923
TBX18-AS1	chr6	84687712	84709578
TBX2-AS1	chr17	61393456	61411555
TBX5-AS1	chr12	114408173	114412831
TCEAL3-AS1	chrX	103626076	103626492
TCERG1L-AS1	chr10	131095218	131095777
TCF4-AS1	chr18	55452533	55482940
TCF4-AS2	chr18	55492175	55496392
TCF7L1-IT1	chr2	85186409	85187253
TCL6	chr14	95650498	95679833
TDRG1	chr6	40334775	40387590
TDRKH-AS1	chr1	151790804	151794402
TEMN3-AS1	chr4	181820019	181829973
TENM3-AS1	chr4	181874438	182145249
TERC	chr3	169764520	169765060
TESC-AS1	chr12	117099481	117142091
TET2-AS1	chr4	105171354	105178063
TEX26-AS1	chr13	30881933	30933846
TEX36-AS1	chr10	125574371	125578445
TEX41	chr2	144666312	145262988
TFAP2A-AS1	chr6	10409340	10416446
TGFA-IT1	chr2	70467385	70468495
TGFB2-AS1	chr1	218344196	218345678
TGFB2-OT1	chr1	218442626	218443996
TGFB3-AS1	chr14	75970924	75971587
TH2LCRR	chr5	132630589	132664272
THAP7-AS1	chr22	21001886	21010342
THAP9-AS1	chr4	82893009	82900960
THOC7-AS1	chr3	63860645	63861819
THORLNC	chr2	118132128	118222250
THRB-AS1	chr3	24494087	24681711
THRB-IT1	chr3	24455136	24459434
THRIL	chr12	125025434	125027410
THSD4-AS1	chr15	71147650	71189064
THUMPD3-AS1	chr3	9349689	9398579
TIMM23B-AGAP6	chr10	49942056	50011654
TIPARP-AS1	chr3	156671862	156674446
TLR8-AS1	chrX	12902817	12908333
TLX1NB	chr10	101089321	101131126
TM4SF19-AS1	chr3	196318330	196325570
TM4SF1-AS1	chr3	149377778	149386583
TMC3-AS1	chr15	81324338	81518200
TMCC1-AS1	chr3	129893811	129918575
TMCO1-AS1	chr1	165768929	165775176
TMED2-DT	chr12	123575891	123585115
TMEM108-AS1	chr3	133245603	133257207
TMEM132D-AS1	chr12	129109629	129113294
TMEM132D-AS2	chr12	129208601	129212662
TMEM147-AS1	chr19	35540738	35546029
TMEM161B-AS1	chr5	88268891	88439337
TMEM18-DT	chr2	677186	697382
TMEM202-AS1	chr15	72407778	72475168
TMEM212-AS1	chr3	171815586	171900749
TMEM212-IT1	chr3	171894436	171895240
TMEM220-AS1	chr17	10729777	10815164
TMEM246-AS1	chr9	101468349	101482199
TMEM252-DT	chr9	68541036	68644442
TMEM254-AS1	chr10	80046860	80078912
TMEM26-AS1	chr10	61452639	61481956
TMEM44-AS1	chr3	194584004	194590260
TMEM51-AS1	chr1	15111815	15153618
TMEM72-AS1	chr10	44793119	44959709
TMEM78	chr1	229249636	229251810
TMEM92-AS1	chr17	50281577	50287855
TMEM99	chr17	40819106	40836270
TMEM9B-AS1	chr11	8964510	8977527
TMLHE-AS1	chrX	155466540	155611616
TMPO-AS1	chr12	98512973	98516422
TMSB15B-AS1	chrX	103880668	103919548
TNFRSF10A-AS1	chr8	23189279	23190675
TNFRSF14-AS1	chr1	2549920	2557031
TNK2-AS1	chr3	195908076	195913986
TNKS2-AS1	chr10	91782835	91798304
TNRC6C-AS1	chr17	78107398	78111799
TNR-IT1	chr1	175538775	175556818
TOB1-AS1	chr17	50866679	50910774
TOLLIP-AS1	chr11	1309769	1310707
TONSL-AS1	chr8	144437675	144439971
TP53TG1	chr7	87322943	87345528
TPM1-AS	chr15	63046034	63049387
TPRG1-AS1	chr3	188941715	188947639
TPRG1-AS2	chr3	189238686	189240594
TPT1-AS1	chr13	45341345	45417975
TRAF3IP2-AS1	chr6	111483511	111598302
TRAM2-AS1	chr6	52576787	52643058
TRAPPC12-AS1	chr2	3481242	3482409
TRBV11-2	chr7	142433895	142434394
TRDN-AS1	chr6	123389421	123510247
TRERNA1	chr20	50040716	50041504
TRG-AS1	chr7	38341577	38378804
TRHDE-AS1	chr12	72249964	72276954
TRIM31-AS1	chr6	30105240	30114724
TRIM36-IT1	chr5	115148764	115149644
TRIM52-AS1	chr5	181261169	181272307
TRMT2B-AS1	chrX	101043564	101094476
TRPC7-AS1	chr5	136214048	136222159
TRPC7-AS2	chr5	136303757	136316100
TRPM2-AS	chr21	44414588	44425272
TSBP1-AS1	chr6	32254640	32407763
TSC22D1-AS1	chr13	44575893	44580432
TSIX	chrX	73792205	73829231
TSPAN18-AS1	chr11	44719392	44736692
TSPAN9-IT1	chr12	3149797	3151476
TSPEAR-AS1	chr21	44506807	44516575
TSPEAR-AS2	chr21	44517216	44525952
TSPOAP1-AS1	chr17	58324472	58415766
TTC21B-AS1	chr2	165933857	165949891
TTC28-AS1	chr22	27919376	28008581
TTC39A-AS1	chr1	51329654	51335324
TTC39C-AS1	chr18	23994213	24015339
TTC3-AS1	chr21	37187666	37193926
TTLL10-AS1	chr1	1173056	1179555
TTLL11-IT1	chr9	121884636	121963719
TTLL7-IT1	chr1	83979118	83984300
TTN-AS1	chr2	178521183	178779963
TTTY1	chrY	9753156	9774289
TTTY10	chrY	20464916	20575519
TTTY12	chrY	7803996	7810683
TTTY13	chrY	21565092	21605081
TTTY14	chrY	18772706	19077563
TTTY17A	chrY	22851584	22852715
TTTY17B	chrY	24485332	24486463
TTTY17C	chrY	25182277	25213389
TTTY18	chrY	8682594	8700977
TTTY19	chrY	8704472	8705283
TTTY1B	chrY	6390431	6411564
TTTY2	chrY	9740584	9758476
TTTY20	chrY	9329880	9334832
TTTY21	chrY	9717653	9721296
TTTY21B	chrY	6443434	6450685
TTTY22	chrY	9784372	9833895
TTTY23	chrY	9910798	9911962
TTTY2B	chrY	6406244	6462091
TTTY3	chrY	25728490	25733388
TTTY3B	chrY	23936727	23941622
TTTY4	chrY	22936455	22973284
TTTY4B	chrY	24570202	24607025
TTTY4C	chrY	25063083	25099892
TTTY5	chrY	22296798	22298876
TTTY6	chrY	22439593	22441458
TTTY6B	chrY	22144966	22146831
TTTY7	chrY	6449468	6457906
TTTY7B	chrY	9706824	9715262
TTTY8	chrY	9691100	9693957
TTTY8B	chrY	6470773	6473630
TTTY9B	chrY	18581206	18590521
TUBA3FP	chr22	21008193	21014292
TUB-AS1	chr11	8060038	8069373
TUG1	chr22	30969245	30979395
TUSC7	chr3	116709235	116723581
TUSC8	chr13	44400250	44405984
TXNDC12-AS1	chr1	52050918	52052683
TYMSOS	chr18	630886	658340
U47924.1	chr12	6964949	6965382
U47924.2	chr12	6943508	6944604
U47924.3	chr12	6899752	6900212
U51244.1	chr2	45674701	45675476
U52111.1	chrX	153735626	153766478
U52112.1	chrX	153880672	153888990
U62317.1	chr22	50542305	50542906
U62317.2	chr22	50523926	50524780
U62317.3	chr22	50597152	50597599
U62317.4	chr22	50541108	50543011
U62631.1	chr19	35330843	35331920
U73166.1	chr3	50260303	50263358
U73169.1	chr3	50239618	50239984
U82671.1	chrX	152925356	152927043
U91319.1	chr16	13246232	13563388
U91324.1	chr2	8139335	8144950
U91328.1	chr6	25992641	26001775
U91328.2	chr6	25983812	25999167
U91328.3	chr6	26013241	26013757
U95743.1	chr16	13728654	13779760
UBA6-AS1	chr4	67701209	68080952
UBAC2-AS1	chr13	99181223	99200757
UBE2D3-AS1	chr4	102828055	102844075
UBE2E1-AS1	chr3	23804024	23806905
UBE2E2-AS1	chr3	23194929	23202703
UBE2Q1-AS1	chr1	154553609	154555017
UBE2R2-AS1	chr9	33775183	33818795
UBL7-AS1	chr15	74461265	74513636
UBOX5-AS1	chr20	3106913	3150867
UBR5-AS1	chr8	102239394	102253750
UBXN10-AS1	chr1	20184242	20186486
UBXN7-AS1	chr3	196431385	196432530
UCA1	chr19	15828206	15836328
UCHL1-AS1	chr4	41220074	41256727
UCKL1-AS1	chr20	63953384	63956985
UFL1-AS1	chr6	96199840	96521717
UGDH-AS1	chr4	39528019	39594707
UMLILO	chr4	73710302	73714527
UMODL1-AS1	chr21	42102134	42108534
UNC5B-AS1	chr10	71217224	71218228
UPK1A-AS1	chr19	35667948	35673291
